TIME,GEO,SIEC,PLANT_TEC,UNIT,Value
2013,Germany,Solar,Net maximum electrical capacity,Megawatt,36710.00
2013,Germany,Solid Biofuels,Net maximum electrical capacity,Megawatt,1623.00
2013,Estonia,Hydro,Net maximum electrical capacity,Megawatt,8.00
2013,Estonia,Wind,Net maximum electrical capacity,Megawatt,248.00
2013,Estonia,Solar,Net maximum electrical capacity,Megawatt,0.00
2013,Estonia,Solid Biofuels,Net maximum electrical capacity,Megawatt,150.00
2013,Ireland,Hydro,Net maximum electrical capacity,Megawatt,529.00
2013,Ireland,Wind,Net maximum electrical capacity,Megawatt,1923.30
2013,Ireland,Solar,Net maximum electrical capacity,Megawatt,1.02
2013,Ireland,Solid Biofuels,Net maximum electrical capacity,Megawatt,5.45
2013,Greece,Hydro,Net maximum electrical capacity,Megawatt,3238.00
2013,Greece,Wind,Net maximum electrical capacity,Megawatt,1809.00
2013,Greece,Solar,Net maximum electrical capacity,Megawatt,2579.00
2013,Greece,Solid Biofuels,Net maximum electrical capacity,Megawatt,0.00
2013,Spain,Hydro,Net maximum electrical capacity,Megawatt,19185.00
2013,Spain,Wind,Net maximum electrical capacity,Megawatt,22958.00
2013,Spain,Solar,Net maximum electrical capacity,Megawatt,6994.06
2013,Spain,Solid Biofuels,Net maximum electrical capacity,Megawatt,652.94
2013,France,Hydro,Net maximum electrical capacity,Megawatt,25646.15
2013,France,Wind,Net maximum electrical capacity,Megawatt,8155.96
2013,France,Solar,Net maximum electrical capacity,Megawatt,5277.29
2013,France,Solid Biofuels,Net maximum electrical capacity,Megawatt,446.44
2013,Croatia,Hydro,Net maximum electrical capacity,Megawatt,2178.00
2013,Croatia,Wind,Net maximum electrical capacity,Megawatt,254.00
2013,Croatia,Solar,Net maximum electrical capacity,Megawatt,19.00
2013,Croatia,Solid Biofuels,Net maximum electrical capacity,Megawatt,7.00
2013,Italy,Hydro,Net maximum electrical capacity,Megawatt,22009.00
2013,Italy,Wind,Net maximum electrical capacity,Megawatt,8542.00
2013,Italy,Solar,Net maximum electrical capacity,Megawatt,18185.00
2013,Italy,Solid Biofuels,Net maximum electrical capacity,Megawatt,606.00
2013,Cyprus,Hydro,Net maximum electrical capacity,Megawatt,0.00
2013,Cyprus,Wind,Net maximum electrical capacity,Megawatt,147.23
2013,Cyprus,Solar,Net maximum electrical capacity,Megawatt,35.00
2013,Cyprus,Solid Biofuels,Net maximum electrical capacity,Megawatt,0.00
2013,Latvia,Hydro,Net maximum electrical capacity,Megawatt,1586.62
2013,Latvia,Wind,Net maximum electrical capacity,Megawatt,65.89
2013,Latvia,Solar,Net maximum electrical capacity,Megawatt,0.00
2013,Latvia,Solid Biofuels,Net maximum electrical capacity,Megawatt,55.00
2013,Lithuania,Hydro,Net maximum electrical capacity,Megawatt,876.00
2013,Lithuania,Wind,Net maximum electrical capacity,Megawatt,279.00
2013,Lithuania,Solar,Net maximum electrical capacity,Megawatt,68.00
2013,Lithuania,Solid Biofuels,Net maximum electrical capacity,Megawatt,43.00
2013,Luxembourg,Hydro,Net maximum electrical capacity,Megawatt,1134.31
2013,Luxembourg,Wind,Net maximum electrical capacity,Megawatt,58.33
2013,Luxembourg,Solar,Net maximum electrical capacity,Megawatt,95.02
2013,Luxembourg,Solid Biofuels,Net maximum electrical capacity,Megawatt,3.75
2013,Hungary,Hydro,Net maximum electrical capacity,Megawatt,57.00
2013,Hungary,Wind,Net maximum electrical capacity,Megawatt,329.00
2013,Hungary,Solar,Net maximum electrical capacity,Megawatt,35.00
2013,Hungary,Solid Biofuels,Net maximum electrical capacity,Megawatt,247.00
2013,Malta,Hydro,Net maximum electrical capacity,Megawatt,0.00
2013,Malta,Wind,Net maximum electrical capacity,Megawatt,0.10
2013,Malta,Solar,Net maximum electrical capacity,Megawatt,28.50
2013,Malta,Solid Biofuels,Net maximum electrical capacity,Megawatt,0.00
2013,Netherlands,Hydro,Net maximum electrical capacity,Megawatt,37.00
2013,Netherlands,Wind,Net maximum electrical capacity,Megawatt,2713.00
2013,Netherlands,Solar,Net maximum electrical capacity,Megawatt,650.00
2013,Netherlands,Solid Biofuels,Net maximum electrical capacity,Megawatt,214.67
