"TIME","GEO","PLANT_TEC","HP_TECH","UNIT","Value"
"2012","Belgium","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2012","Belgium","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2012","Bulgaria","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2012","Bulgaria","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2012","Bulgaria","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2012","Czechia","Installed thermal capacity","Aerothermal","Megawatt","417.049"
"2012","Czechia","Installed thermal capacity","Geothermal","Megawatt","189.043"
"2012","Czechia","Installed thermal capacity","Hydrothermal","Megawatt","22.911"
"2012","Denmark","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2012","Denmark","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2012","Denmark","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2012","Germany (until 1990 former territory of the FRG)","Installed thermal capacity","Aerothermal","Megawatt","2,963.898"
"2012","Germany (until 1990 former territory of the FRG)","Installed thermal capacity","Geothermal","Megawatt","2,606.518"
"2012","Germany (until 1990 former territory of the FRG)","Installed thermal capacity","Hydrothermal","Megawatt","576.028"
"2012","Estonia","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2012","Estonia","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2012","Estonia","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2012","Ireland","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2012","Ireland","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2012","Ireland","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2012","Greece","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2012","Greece","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2012","Greece","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2012","Spain","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2012","Spain","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2012","Spain","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2012","France","Installed thermal capacity","Aerothermal","Megawatt","27,747.056"
"2012","France","Installed thermal capacity","Geothermal","Megawatt","2,072.422"
"2012","France","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2012","Croatia","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2012","Croatia","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2012","Croatia","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2012","Italy","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2012","Italy","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2012","Italy","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2012","Cyprus","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2012","Cyprus","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2012","Cyprus","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2012","Latvia","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2012","Latvia","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2012","Latvia","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2012","Lithuania","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2012","Lithuania","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2012","Lithuania","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2012","Luxembourg","Installed thermal capacity","Aerothermal","Megawatt","3.941"
"2012","Luxembourg","Installed thermal capacity","Geothermal","Megawatt","1.023"
"2012","Luxembourg","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2012","Hungary","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2012","Hungary","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2012","Hungary","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2012","Malta","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2012","Malta","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2012","Malta","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2012","Netherlands","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2012","Netherlands","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2012","Netherlands","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2012","Austria","Installed thermal capacity","Aerothermal","Megawatt","496.665"
"2012","Austria","Installed thermal capacity","Geothermal","Megawatt","939.077"
"2012","Austria","Installed thermal capacity","Hydrothermal","Megawatt","205.031"
"2012","Poland","Installed thermal capacity","Aerothermal","Megawatt","85.362"
"2012","Poland","Installed thermal capacity","Geothermal","Megawatt","363.190"
"2012","Poland","Installed thermal capacity","Hydrothermal","Megawatt","28.632"
"2012","Portugal","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2012","Portugal","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2012","Portugal","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2012","Romania","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2012","Romania","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2012","Romania","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2012","Slovenia","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2012","Slovenia","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2012","Slovenia","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2012","Slovakia","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2012","Slovakia","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2012","Slovakia","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2012","Finland","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2012","Finland","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2012","Finland","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2012","Sweden","Installed thermal capacity","Aerothermal","Megawatt","3,540.000"
"2012","Sweden","Installed thermal capacity","Geothermal","Megawatt","5,340.000"
"2012","Sweden","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2012","Iceland","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2012","Iceland","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2012","Iceland","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2012","Liechtenstein","Installed thermal capacity","Aerothermal","Megawatt",":"
"2012","Liechtenstein","Installed thermal capacity","Geothermal","Megawatt",":"
"2012","Liechtenstein","Installed thermal capacity","Hydrothermal","Megawatt",":"
"2012","Norway","Installed thermal capacity","Aerothermal","Megawatt","3,916.000"
"2012","Norway","Installed thermal capacity","Geothermal","Megawatt","1,161.000"
"2012","Norway","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2012","United Kingdom","Installed thermal capacity","Aerothermal","Megawatt","20,964.661"
"2012","United Kingdom","Installed thermal capacity","Geothermal","Megawatt","202.726"
"2012","United Kingdom","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2012","Montenegro","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2012","Montenegro","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2012","Montenegro","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2012","North Macedonia","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2012","North Macedonia","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2012","North Macedonia","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2012","Albania","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2012","Albania","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2012","Albania","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2012","Serbia","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2012","Serbia","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2012","Serbia","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2012","Turkey","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2012","Turkey","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2012","Turkey","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2012","Bosnia and Herzegovina","Installed thermal capacity","Aerothermal","Megawatt",":"
"2012","Bosnia and Herzegovina","Installed thermal capacity","Geothermal","Megawatt",":"
"2012","Bosnia and Herzegovina","Installed thermal capacity","Hydrothermal","Megawatt",":"
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2012","Moldova","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2012","Moldova","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2012","Moldova","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2012","Ukraine","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2012","Ukraine","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2012","Ukraine","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2012","Georgia","Installed thermal capacity","Aerothermal","Megawatt",":"
"2012","Georgia","Installed thermal capacity","Geothermal","Megawatt",":"
"2012","Georgia","Installed thermal capacity","Hydrothermal","Megawatt",":"
"2013","European Union - 27 countries (from 2020)","Installed thermal capacity","Aerothermal","Megawatt","39,153.018"
"2013","European Union - 27 countries (from 2020)","Installed thermal capacity","Geothermal","Megawatt","12,163.713"
"2013","European Union - 27 countries (from 2020)","Installed thermal capacity","Hydrothermal","Megawatt","884.749"
"2013","Euro area - 19 countries  (from 2015)","Installed thermal capacity","Aerothermal","Megawatt","34,872.013"
"2013","Euro area - 19 countries  (from 2015)","Installed thermal capacity","Geothermal","Megawatt","5,959.035"
"2013","Euro area - 19 countries  (from 2015)","Installed thermal capacity","Hydrothermal","Megawatt","831.194"
"2013","Belgium","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2013","Belgium","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2013","Belgium","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2013","Bulgaria","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2013","Bulgaria","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2013","Bulgaria","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2013","Czechia","Installed thermal capacity","Aerothermal","Megawatt","517.407"
"2013","Czechia","Installed thermal capacity","Geothermal","Megawatt","208.469"
"2013","Czechia","Installed thermal capacity","Hydrothermal","Megawatt","23.605"
"2013","Denmark","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2013","Denmark","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2013","Denmark","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2013","Germany (until 1990 former territory of the FRG)","Installed thermal capacity","Aerothermal","Megawatt","3,404.587"
"2013","Germany (until 1990 former territory of the FRG)","Installed thermal capacity","Geothermal","Megawatt","2,796.712"
"2013","Germany (until 1990 former territory of the FRG)","Installed thermal capacity","Hydrothermal","Megawatt","612.658"
"2013","Estonia","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2013","Estonia","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2013","Estonia","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2013","Ireland","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2013","Ireland","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2013","Ireland","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2013","Greece","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2013","Greece","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2013","Greece","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2013","Spain","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2013","Spain","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2013","Spain","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2013","France","Installed thermal capacity","Aerothermal","Megawatt","30,877.941"
"2013","France","Installed thermal capacity","Geothermal","Megawatt","2,163.130"
"2013","France","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2013","Croatia","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2013","Croatia","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2013","Croatia","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2013","Italy","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2013","Italy","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2013","Italy","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2013","Cyprus","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2013","Cyprus","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2013","Cyprus","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2013","Latvia","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2013","Latvia","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2013","Latvia","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2013","Lithuania","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2013","Lithuania","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2013","Lithuania","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2013","Luxembourg","Installed thermal capacity","Aerothermal","Megawatt","4.609"
"2013","Luxembourg","Installed thermal capacity","Geothermal","Megawatt","1.265"
"2013","Luxembourg","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2013","Hungary","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2013","Hungary","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2013","Hungary","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2013","Malta","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2013","Malta","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2013","Malta","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2013","Netherlands","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2013","Netherlands","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2013","Netherlands","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2013","Austria","Installed thermal capacity","Aerothermal","Megawatt","584.876"
"2013","Austria","Installed thermal capacity","Geothermal","Megawatt","997.928"
"2013","Austria","Installed thermal capacity","Hydrothermal","Megawatt","218.536"
"2013","Poland","Installed thermal capacity","Aerothermal","Megawatt","173.598"
"2013","Poland","Installed thermal capacity","Geothermal","Megawatt","426.209"
"2013","Poland","Installed thermal capacity","Hydrothermal","Megawatt","29.950"
"2013","Portugal","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2013","Portugal","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2013","Portugal","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2013","Romania","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2013","Romania","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2013","Romania","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2013","Slovenia","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2013","Slovenia","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2013","Slovenia","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2013","Slovakia","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2013","Slovakia","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2013","Slovakia","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2013","Finland","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2013","Finland","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2013","Finland","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2013","Sweden","Installed thermal capacity","Aerothermal","Megawatt","3,590.000"
"2013","Sweden","Installed thermal capacity","Geothermal","Megawatt","5,570.000"
"2013","Sweden","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2013","Iceland","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2013","Iceland","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2013","Iceland","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2013","Liechtenstein","Installed thermal capacity","Aerothermal","Megawatt",":"
"2013","Liechtenstein","Installed thermal capacity","Geothermal","Megawatt",":"
"2013","Liechtenstein","Installed thermal capacity","Hydrothermal","Megawatt",":"
"2013","Norway","Installed thermal capacity","Aerothermal","Megawatt","4,188.000"
"2013","Norway","Installed thermal capacity","Geothermal","Megawatt","1,256.000"
"2013","Norway","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2013","United Kingdom","Installed thermal capacity","Aerothermal","Megawatt","22,274.035"
"2013","United Kingdom","Installed thermal capacity","Geothermal","Megawatt","422.856"
"2013","United Kingdom","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
"2013","Montenegro","Installed thermal capacity","Aerothermal","Megawatt","0.000"
"2013","Montenegro","Installed thermal capacity","Geothermal","Megawatt","0.000"
"2013","Montenegro","Installed thermal capacity","Hydrothermal","Megawatt","0.000"
